id  pdm
07216 ETAMBUTOL
07940	PIRROLIDINA
11858	RUBÍDIO
01746	ACETATO
00774	COBALTO
10675	PERMANGANATO
02377	CLOROBENZENO
03500	BENZINA
04390	3-(2-BENZOTIAZOLIL)-7-(DIETILAMINO)CUMARINA
03327	ANIDRIDO
00877	POTÁSSIO
08473	1,1,2,2-TETRAMETILDISILANO
02157	P-TOLUIDINA
08711	LANTÂNIO
07953	CARVEOL
11137	PRATA
09019	EMULSIFICANTE
00716	NITROBENZILDENAMINO
08709	LECITINA
03422	FLUMEQUINA
04565	GLUFOSINATO
00709	ÁCIDO
10906	PLATINA
03513	CICLODEXTRINA
01678	N,N-1,2
10188	CREATINA
00085	ACETATO
05267	TRICLOROETANO
01818	OXALATO
07941	GÁS
02794	BUPROFEZINA
13188	4-NITROFENIL-BETA-D-GLICURONÍDEO
04316	CARBONATO
04318	ÁCIDO
06163	CIPROCONAZOL
06829	BENZOATO
07911	CIANOBORO-HIDRETO
09052	R-(+)-3-BROMO-2-METILPROPIONATO
03587	BISMUTO
12484	5-BROMO-4-CLORO-3-INDOLIL
12631	ÓXIDO
02131	N,N-(DIMETIL)ETILENODIAMINA
02134	FTALATO
02757	2-METOXIETANOL
10349	ACETATO
01676	METAIODOBENZILGUANIDINA
02461	DECANOL
01931	ÁCIDO
11427	REAGENTE
04309	DIMETIL-ACETILENODICARBOXILATO
04310	FUMARONITRILA
08238	HIDRÓXIDO
08257	HIPOCLORITO
08480	IMAZETAPIR
08481	IMAZAPIR
08793	TETRAFENILBORATO
08809	LEVOFLOXACINO
08817	ÁCIDO
08816	ÁCIDO
08821	PRAZOSINA
09111	D-MANITOL
09691	CARNITINA
09692	SUCCINATO
09693	BITARTARATO
01792	ÁCIDO
09709	METRIBUZIM
09710	ESPIROMESIFENO
09711	ACETAMIPRIDO
05213	HIDRÓXIDO
12340	BIS(TRIMETILSILIL)AMIDETO
12341	FLUORETO
10081	BETA-NICOTINAMIDA
10185	OLEATO
10208	OCTANO
10238	OXACILINA
10252	CETILPIRIDÍNIO
10330	OCTIL-DIMETIL-PABA
10625	HALOXIFOPE-P-METÍLICO
10623	PENCICUROM
05227	O-FORMATO
10769	BENZOQUINONA
10940	PODOFILINA
05230	1,8-DIAZABICICLO[5.4.0]UNDEC-7-ENO
05233	2-HIDROXIADAMANTANO
05234	TARTARATO
11273	PROPILAMINA
02416	TETRAQUIS(TRIFENILFOSFINA)PALÁDIO(0)
05133	OSELTAMIVIR
05135	BIFLUORETO
12322	BISSACARATO
05140	BIPERIDENO
12324	SULFATO
04511	CARBOXINA
04721	CEFALEXINA
05149	BROMADIOLONA
05152	CLOROSUCCINIMIDA
05096	CLORANFENICOL
05120	3-AMINOTRIAZOL
05273	DIMETILGLIOXIMA
05274	CLOROQUINA
05271	DIIODOMETANO
05297	HEXANOSSULFONATO
05932	CASUGAMICINA
01758	POLI(HIDROCLORETO
06166	SULFATO
06184	ÁCIDO
06192	DIETILAMINA
06224	DIOCTIL
05167	DIFENILAMINA
05170	DODECENILA
06868	ERITROMICINA
05176	CARIOFILENO
07352	ACIBENZOLAR-S-METÍLICO
07356	FENOXAPROPE-P-ETÍLICO
07659	1,3,5-TRI-HIDROXIBENZENO
07782	ANIDRIDO
12347	CICLOHEXADIENO
10250	ÓXIDO
12349	QUINCLORAQUE
12351	3-NITROFENILTRIFLUORBORATO
12243	TEBUTIUROM
12242	FTALATO
12244	BENZANILIDA
12316	PIRIMETANIL
12323	NITRATO
12336	SULFATO
05122	CLORETO
05245	ÁCIDO
05246	NITROFTALONITRILA
05261	ÓXIDO
12354	BROMETO
12355	ANIDRIDO
05249	NOREPINEFRINA
05228	METOXIFENILTRIFLUOROBORATO
13464	ÁCIDO
11748	RIBOSE-5-FOSFATO
00800	METACRILOILA
13317	BILIRRUBINA
12790	SULFETO
12970	TRICLOROETILENO
00790	HIPOCLORITO
03501	6-BENZILAMINOPURINA
00787	HIDRÓXIDO
08235	HIDRÓXIDO
08227	DIHIDROXINAFTALENO
00788	ÁCIDO
13316	VANADATO
02374	NEOSTIGMINA
03404	BROMEXINA
03518	IODETO
03549	ÓXIDO
03550	TRIAZINA
03548	BICARBONATO
00717	CARBONATO
08216	LIGA
08217	LIGA
08218	DIMETILACETOFENONA
08374	ISOBUTIRALDEÍDO
04979	CIANETO
05978	CROMATO
07661	FLUORETO
05979	CROMATO
00780	FLUORETO
07780	CLORETO
00777	FLUOROANILINA
00778	IODOANILINA
00779	IODOFENOL
10096	NITRATO
00794	NITRATO
10254	ÓXIDO
10648	PERCARBONATO
00797	SULFATO
12706	TETRACLORETO
12707	HEXAMETIL-DISILANO
12767	PIRIDINILPIRAZINA
11704	RETARDADOR
11515	REDUTOR
07648	FLUIDIFICANTE
08331	INCORPORADOR
10896	PLASTIFICANTE
12362	SUPER
10895	PLASTIFICANTE
08375	INIBIDOR
10237	OURO
00730	ÁCIDO
07943	ESTEARATO
07939	CICLOSPORINA
02513	ANFOTERICINA
08850	LIMPADOR
10489	PASTA
10927	FISOSTIGMINA
10938	PÓ
02856	NITROFENOL
11299	BUTÓXIDO
11298	CLORETO
07395	FERRICIANETO
02013	ÁCIDO
11674	RESINA
02033	DISPRÓSIO
01867	NITRATO
00013	ÁCIDO
00045	ÁCIDO
01935	ÉTER
00711	ÁCIDO
02038	ÁCIDO
03180	METORFANO
03164	AZIDA
00713	ÁCIDO
05110	PIRUVATO
02251	PIRIDINAMINA
11831	ÁCIDO
03499	BENZIDINA
03574	BISSULFITO
03552	BIFTALATO
03919	BROMETO
05878	CLORETO
04417	CÂNFORA
04519	CARBONATO
05107	FLOXURIDINA
00735	RITONAVIR
05101	CLORETO
05115	CLORETO
05113	CLORETO
05105	CLORETO
05100	CLORETO
05093	HIDRATO
13449	MALONATO
10097	NITRATO
08021	GLUTARALDEÍDO
06181	DICLOROMETANO
03197	PERCABONATO
06611	EOSINA
07357	FENOLFTALEÍNA
07344	PIRONA
07731	ANISIDINA
07786	FOSFATO
07798	ESTILBENO
08011	GLICOSAMINA
08114	GUAIACOL
08207	HEXANO
08239	HIDRÓXIDO
01956	HEXACOSANO
08604	GARCINOL
08603	LACTOSE
09679	METABISSULFITO
10088	ÁLCOOL
10249	ÓXIDO
10239	IODOCETAMIDA
10240	OXALATO
10246	ÓXIDO
10628	PENTANO
11113	VANILINA
10683	PERSULFATO
11271	PROPILENOGLICOL
11693	ÓXIDO
11887	SACAROSE
12701	TETRABORATO
12253	ÁCIDO
09694	XANTINA
08738	LAURILSULFATO
03573	BISSULFATO
12176	METOTREXATO
12218	PIRAZOSSULFUROM
12317	SULFANILAMIDA
12321	SULFATO
12325	SULFATO
12327	SULFATO
12332	SULFATO
12326	SULFATO
12346	SULFATO
12345	SULFATO
12338	SULFATO
12356	SULFATO
12804	TOLUENO
12999	TRIS(HIDROXIMETIL)AMINOMETANO
13128	TUNGSTATO
13393	DIETIL-ETOXIMETILENO
13385	HEPTANO-1-TIOL
13386	TIOFENO
13490	D-(+)-XILOSE
13489	XILENO
12488	ÁCIDO
03804	BORATO
06137	DETERGENTE
01891	ÁCIDO
05064	CITRATO
02018	ÁCIDO
01992	ÁCIDO
08208	CLORETO
02521	NITROANILINA
06228	1,4-DIOXANO
08503	2,2,4-TRIMETILPENTANO
01859	ÁCIDO
02520	PENTAERITRITOL
12967	TRISSULFETO
01900	FLUDIOXONIL
02210	METOXIACETOFENONA
09874	MOLIBDATO
10104	1-NITROSO
07785	1-METIL-2-PIRROLIDONA
05123	CLORETO
03521	BICARBONATO
03559	OXICLORETO
07394	FERROCIANETO
09056	MALTOSE
08163	HÁFNIO
01906	ÁCIDO
02015	ÁCIDO
11861	SABAO
08213	4-NITROFENIL
04186	CAL
10646	DIMETILAMINO
11921	SALICILATO
09030	N-ETILMALEIMIDA
05104	CLORETO
09033	CIPERMETRINA
10078	1-INDANONA
12348	TRIBUTIL-ESTANHO
04103	CAFEÍNA
11920	AZINA
05121	CLORETO
09036	PERMETRINA
09034	TEMEFÓS
07666	ÁCIDO
05958	CREATININA
12342	ÁCIDO
03912	ÁCIDO
07655	IMAZAQUIM
05252	METILFTALONITRILA
11886	SACARINA
05257	HIDROXIFTALONITRILA
06173	DICARBOXIMIDA
10111	BUTENO
13575	ÁCIDO
09800	CLOBETASOL
11425	CLORETO
11241	PROFOXIDIM
11240	CLORIDRATO
04513	ANIDRIDO
10764	PIRROL
12309	ENXOFRE
08001	AZAMETIFÓS
05159	S-METOPRENE
05177	CIPROFLOXACINO
06227	N-(3-DIMETILAMINOPROPIL)-N-ETILCARBODIIMIDA
06172	ÁCIDO
12958	TREONINA
06182	CARBONATO
05161	BRODIFACUM
05240	CIANATO
06340	DISSULFETO
05258	ÓXIDO
05136	CLOTRIMAZOL
10975	CICLOPROPAMINA
05059	CITRATO
07918	GADOLÍNIO
05150	DIFLUBENZURONA
07353	EPOXICONAZOL
01854	ACICLOVIR
05236	CLORFENAPIR
07997	CLOTIANIDINA
13238	ANIDRIDO
10123	NOVALUROM
01755	1-TIOGLICEROL
10122	FEROMONIO
10573	PECTINA
10775	ÁCIDO
12730	PERCLORATO
01842	ACETATO
06235	ACETILACETONATO
05220	TERT-BUTÓXIDO
08474	ÁCIDO
10247	CLONIDINA
11983	SELENITO
04516	CARBONATO
08467	IODATO
08466	NITROFTALIMIDA
03266	DIANIDRIDO
04718	CEFTAZIDIMA
12974	TRIETANOLAMINA
02531	ANLODIPINO
12731	P-TOLUENOSSULFONATO
05106	CLORETO
12705	BROMETO
06176	IODO-FTALONITRILA
05183	ÁCIDO
05142	ZIRCÔNIO
05201	ÁCIDO
05248	METIL
12643	TÚLIO
06920	ESCÂNDIO
08515	ITRACONAZOL
08206	HEXAFLUOROFOSFATO
05139	DODECILBENZENOSSULFONATO
05256	AMINOFTALONITRILA
06925	FLUORETO
06926	PERCLORATO
07361	FLUMIOXAZINA
05981	CROMOGLICATO
12764	ÁCIDO
03502	BENZIMIDA
03191	CARBARIL
12222	CARBOXAMILIDA
02438	ÁCIDO
12300	HIDROCORTISONA
01843	TRIANCINOLONA
07654	CIALOFOPE
07263	ÁCIDO
02287	ALGICIDA
05208	CARBOXIFENIL-TRIFLUOROBORATO
08507	IMIDAZOLIDINILUREIA
03969	TERC-BUTIL-HIDROQUINONA
06237	ÁCIDO
01845	ACETATO
05224	ACETOACETATO
05163	DELTAMETRINA
05173	MINOXIDIL
05180	CICLOPENTENONA
05202	FIPRONIL
05203	IMIBENCONAZOL
05225	NOVOBIOCINA
06113	ÉTER
07235	EUGENOL
09032	MALATIONA
09043	PIRIMIFÓS-METÍLICO
09600	MENTOL
10327	CLORETO
11270	TETRAPROPILAMÔNIO
12554	IODOACETOFENONA
12995	DIFENILETANODIONA
01844	ACETATO
06215	1,2-DIMETOXIETANO
08232	SILICATO
03107	ATENOLOL
08255	TRIETIL
06214	ÁCIDO
09037	FENITROTIONA
07417	CUMACLORO
04518	CARBONATO
01861	CLORETO
07358	TETRAMETRINA
12337	NITRATO
13465	OXINITRATO
12973	TRICAPRILMETILAMÔNIO
08977	CARBONATO
09784	MIRISTATO
10326	PALÁDIO
10224	O-TOLIDINA
12217	PENOXSULAM
12216	CLETODIM
06070	DESACIDIFICADOR
12200	CINARIZINA
05243	ÓXIDO
06154	DIACETATO
08241	HIDRETO
08510	GUANIDINA
08600	RIBOFLAVINA
03085	FENPROPATRINA
05169	ETOFENPROXI
10680	PERÓXIDO
05182	ÁCIDO
12965	TRIBROMOMETANO
08468	IODETO
12641	TÉRBIO
12642	2-METIL-2-METOXIPROPANO
10935	1-CLORO-3-METIL-2-BUTENO
02011	ÁCIDO
08376	ÁCIDO
13369	ÁCIDO
11232	ESTOJO
05242	ÉRBIO
11263	BIS(1,5-CICLOOCTADIENO)NIQUEL(0)
09695	DICLORVÓS
06183	ÁCIDO
08288	PIROCATECOL
08818	PERCLORATO
09689	METAPERIODATO
09708	PARALDEÍDO
10074	NEOMICINA
11145	PRAVASTATINA
11209	PRIMAQUINA
11219	PROCAINAMIDA
11282	BENZOINOXIMA
11859	RUTÊNIO
12313	BIOPESTICIDA
08380	BETAÍNA
05098	CLORATO
06208	ACETILACETONATO
07665	FLUORETO
05266	SOLUÇÃO
11225	SULFAMETAZINA
05467	1,4-DIOXANO-2,5-DIONA
05348	TRIFLUORETO
08601	LACTATO
10766	PIROXICAM
12714	LAMBDA-CIALOTRINA
05126	FERRO
12359	SULFENTRAZONA
09039	BENDIOCARBE
07365	FENTOLAMINA
06426	HEPTANOL
12221	ISOPROPÓXIDO
12204	VALERALDEÍDO
06167	ÁCIDO
01238	FUCOSE
02021	ÁCIO
02289	FURALDEÍDO
12220	6-GINGEROL
09602	SULFATO
10929	ÓSMIO
12260	DEFEROXAMINA
04524	CARBURETO
02261	ALILAMINA
12209	DICLORANA
12194	FLAVOPIRIDOL
10164	ETANOLAMINA
08229	HIDROXITOLUENO
10107	PIRROLIDONA
12203	MICLOBUTANIL
12238	ÁLCOOL
10662	PERBORATO
10955	POLIAMIDA
12251	BUTILPARABENO
11278	PROPILETILAMINA
13522	BROMOBENZENO
11432	REATIVO
01604	HEXADECANO
01608	CLORETO
01231	DIETILENOTRIAMINA
01613	ÁCIDO
01614	NITRATO
01618	PÚRPURA
01619	ESTIRENO
01620	METACRILATO
01623	SORBITOL
01624	SALICILALDEÍDO
01625	BUTIRALDEÍDO
01626	PROPIONALDEÍDO
01627	CRESOL
01628	VALEROLACTONA
01629	ÁCIDO
01630	ÁCIDO
01632	DIMETOMORFE
01633	DOPAMINA
01634	FENANTROLINA
01635	ÁCIDO
01638	DASATINIBE
01639	DIMETILFENOL
01646	IMATINIBE
01728	ÁCIDO
01732	CIANETO
01734	ÓXIDO
01736	ACETATO
01740	ACETANILIDA
01741	FLUORETO
01749	ACETATO
01750	ÁCIDO
01752	ERITROPOIETINA
01753	ESPIRONOLACTONA
01754	ESTREPTOZOCINA
01756	SULFATO
01757	CARBONATO
01760	SULFATO
01761	NITRATO
01762	SULFATO
01763	CLORETO
01764	PERÓXIDO
01765	2-BUTANONA
01766	ACETATO
01768	POLI(CLORETO
01771	BIOTINA
01772	MICROPEROXIDASE
01773	HEXACLOROETANO
01774	SILICETO
01776	DIETILCARBAMAZINA
01777	ÁCIDO
01778	POLIMETILENO
01780	ACETONITRILA
01781	PROPANOSSULFONATO
01783	METANOL
01784	CARBAZOL
01785	GLUTATIONA
01788	ANISALDEÍDO
01789	ÁCIDO
01790	ACESSULFAMO
01791	CLORETO
01793	ACETATO
01794	CLORGILINA
01796	ACETATO
01797	MERBROMINA
01798	ACETATO
01799	CUPFERRON
01803	NITRATO
01804	ANIDRIDO
01805	ÁCIDO
01806	ÓXIDO
01807	TIDIAZUROM
01808	2,2-BIQUINOLINA
01616	ÁLCOOL
01811	N-ALFA-TOSIL-L-LISINA-CLOROMETILCETONA
01812	TEMBOTRIONA
01809	ÓXIDO
01813	DIISOPROPIL
01814	TIMINA
01816	IMAZAMOXI
01817	N-BENZOIL-L-TIROSINA-PARANITROANILIDA
01821	ACETILACETONATO
01822	CLORETO
01823	ACETILACETONATO
01825	ACETILCOLINA
01826	ÓXIDO
01827	ÓXIDO
01829	ÓXIDO
01830	ÓXIDO
10087	PIRIMIDINA
04980	CIANOACRILATO
01831	ÓXIDO
01832	ÓXIDO
01833	ÓXIDO
01834	ÓXIDO
01835	ACETOFENONA
01836	ÁCIDO
01839	ACETATO
01840	ACETATO
01848	AZADIRACTINA
01849	ACETATO
01850	ACETATO
01857	BROMETO
01858	PADRÃO
01862	SULFATO
01863	ÁCIDO
01864	ÁCIDO
01853	ÓXIDO
01865	BROMATO
01868	GENISTEÍNA
01870	BENZALDEÍDO
01871	ÓXIDO
01873	FORMIATO
01875	ÓXIDO
01876	ÓXIDO
01877	ÓXIDO
01878	ÓXIDO
01879	ÓXIDO
01880	ÓXIDO
01881	ÓXIDO
01882	BROMETO
01883	CHUMBO
01884	TIOSEMICARBAZIDA
01885	CIANETO
01886	CICLOHEXILAMINA
01887	CICLOPENTANO
01888	HEXAMETILDISILAZANO
01889	ÁCIDO
01890	ÓXIDO
01892	ÁCIDO
01893	SULFATO
01895	COLCHICINA
01896	CICLOPENTANONA
01897	CARBONATO
01898	CETILTRIMETILAMÔNIO
01899	CLORETO
01929	ÁCIDO
01901	DIMETILCICLOPENTASILOXANO
01902	SULFAMATO
01903	UBIQUICIDINA
01904	ÁCIDO
01907	ÁCIDO
01909	BACITRACINA
01911	SINVASTATINA
01912	TIOCONAZOL
01914	PERÓXIDO
01917	CLORETO
01918	ÁCIDO
01919	FORBOL
01920	SULFETO
01921	DICICLOPENTADIENO
01922	DIFENILTIOCARBAZONA
01923	ETILBENZENO
01924	SILICATO
01925	URACILA
01926	1,2-BIS(DIFENILFOSFINO)ETANE
01932	OXAZOL
01936	CLORETO
01937	ÁCIDO
01939	ÁCIDO
01940	FLUORESCEÍNA
01941	FTALATO
01942	RODAMINA
01943	9,10-BIS(FENILETINIL)ANTRACENO
01944	CLORETO
01945	TRIS(2-2BIPIRIDIL)DICLORORUTÊNIO
01947	1,3-DIFENILISOBENZOFURANO
01948	SULFETO
01949	5,6,11,12-TETRAFENILNAFTACENO
01951	SILICATO
01953	ÁCIDO
01954	ÁCIDO
01955	ESCOPOLAMINA
01957	BORO
01958	ACETILACETONATO
01959	OCTILFENOXIPOLIETOXIETANOL
01961	ÁCIDO
01962	ÁCIDO
01963	ÁCIDO
01964	SESQUIOLEATO
01965	CONDROITINA
01966	ÁCIDO
01967	3-AMINO-7-(DIMETILAMINO)-2-METILFENAZINA
01968	OXICLORETO
01969	IPRODIONA
01970	TRIFLOXISTROBINA
01971	TIOFANATO-METÍLICO
01973	CAPTANA
01974	MANCOZEBE
01975	TEBUCONAZOL
01976	CRESOXIM
01977	DITIANONA
01978	FENTIONA
01979	PARAQUATE
01980	GLIFOSATO
01981	METIRAM
01982	ÁLCOOL
01983	GLIOXAL
01984	ÁCIDO
01985	LUFENUROM
01986	ESPINOSADE
01987	FOSFETO
01988	ÁCIDO
01989	TRIFLUMUROM
01990	1,6-DIAMINOHEXANO
01991	ÁCIDO
01993	NITROBENZENO
01748	PICOXISTROBINA
06247	DIHIDRO-RODAMINA
01994	ÁCIDO
01995	ÁCIDO
01997	ÁCIDO
01998	CEFOTAXIMA
01999	ÁCIDO
02001	ÁCIDO
02003	NICOSSULFUROM
06165	4-DIMETILAMINOBENZALDEÍDO
10752	METILPIPERIDINA
12563	BROMOACETOFENONA
05128	AZOMETINA-H
08576	ESTEARATO
05053	TETRACLOROPLATINATO(II)
05054	SAMÁRIO
07347	ACRILATO
08264	HIDRAZIDA
08500	ISOLEUCINA
08003	GLICINA
08800	DIETILDITIOCARBAMATO
12786	TIROSINA
13241	SULFETO
12202	OXADIAZONA
12232	FENIL-HIDRAZINA
12250	DANSILCADAVERINA
12246	ETILPARABENO
12225	NITROMETANO
11947	3-PENTANONA
12233	CALDA
08504	ISOCIANATO
11910	SAFRANINA
11431	BROMETO
12616	TELURITO
12988	TRIMETILAMINA
06195	DIFENIDRAMINA
04781	CERA
04740	CELULOSE
04235	ÓLEO
04238	CALDO
04239	CALDO
04234	MISTURA
04232	BROMETO
04237	CALDO
06194	DIFENILANTRACENO
08459	1-OCTANO
07783	HIPOFOSFITO
08244	NITRATO
08242	HIDRÓXIDO
11430	ANIDRIDO
10765	PIRIDINA
11923	D-(-)-SALICINA
12234	LUBRIFICANTE
10460	ÁCIDO
09690	METAPERIODATO
10221	ORCINOL
02020	ÁCIDO
02019	ÁCIDO
02029	ÁCIDO
12252	TETRACLOROPALADATO(II)
03911	BROMETO
04236	CALDO
12947	TREALOSE
07190	RIBITOL
06201	ACETILACETONATO
06202	ACETILACETONATO
06217	DIMETILSULFÓXIDO
08237	HIDROXIETILCELULOSE
10972	PROPANONITRILA
12725	TIMOLFTALEÍNA
01828	ÓXIDO
05250	BIS(TRIMETILSILIL)AMIDETO
05805	CLORETO
01711	CLARIFICANTE
04391	OCTAETILPORFIRINA
10098	NITRATO
12206	ÁCIDO
12230	PERCLORATO
11318	CLORETO
02005	ÁCIDO
02009	ÁCIDO
08471	IODETO
10660	HIDRÓXIDO
02793	ISOPRENALINA
08005	CLORETO
05985	CROSCARMELOSE
10350	ÁCIDO
10978	POVIDONA
08739	NITRITO
10143	OCTOPAMINA
07266	ENALAPRILATO
06189	CLORETO
01910	4-METOXICINAMATO
02257	ÁCIDO
05296	CLOPIDOGREL
05147	CÉRIO
00737	IRÍDIO
09875	ÓXIDO
00809	CROMO
00802	TÁLIO
00738	GÁLIO
00736	ÍNDIO
10771	PIROSULFATO
07404	FLOCUMAFENO
00740	RUTINA
07349	FERROCENO
04512	ANIDRIDO
07359	O-FENILENODIAMINA
01905	ÁCIDO
01908	2,2-DIFENIL-1-PICRILHIDRAZIL
02163	HIDRÓXIDO
10770	PIROFOSFATO
05125	CLORETO
00366	HALOSULFUROM
00364	PARATIONA
01251	METAMIDOFÓS
01250	TETRAFLUORBORATO
06377	DOCUSATO
07789	FOSFATO
07788	NITROIMIDAZOL
12352	SULFATO
08470	IODETO
10965	POLIETILENOGLICOL
10936	FUROSEMIDA
05221	ORNITINA
07320	5-FLUORURACILA
07321	TENOXICAM
03571	BISSULFATO
05184	AZOXISTROBINA
05196	PERCLORATO
05127	ÁCIDO
02407	METILDOPA
11605	DIFENIL-HIDRAZINA
10501	METIDATIONA
03515	BETAMETASONA
01860	ÁCIDO
01759	ÁCIDO
07418	CUMAFENO
01846	ACETATO
05181	TIODICARBE
08234	HIDRÓXIDO
03970	TRIBUTILFOSFINA
05259	IODETO
07658	FLUCONAZOL
05185	6-(DIMETIL)AMINOPURINA
01847	ACETONITRILA
02256	ÁLCOOL
11264	TETRACIANOBENZENO
02012	ÁCIDO
01952	ÁCIDO
02022	4-FLUOROBENZILA
08204	HEXAMETILENOTETRAMINA
12199	CICLOHEXANODIONA
08813	METILAMINA
08472	DICLOROFTALIMIDA
05964	CARBOXI-PTIO
08748	DECANOATO
05268	MERCAPTAMINA
12969	TRIFLUOR-IODO-METANO
12711	TETRAETOXISSILANO
06442	CLORETO
08815	NICOTINA
08219	ÓXIDO
10659	CARBONATO
06539	MAGNÉSIO
00873	OXAZOLIDINONA
12219	S-METOLACLORO
04960	CEFTRIAXONA
08014	COLÁGENO
03540	2,2-AZINO
12724	1-(2-TIAZOLILAZO)-2-NAFTOL
11147	PRAZIQUANTEL
